,Underlying,quarter,timestamp,industry,sector,earnBeatsBefore,earnMissBefore,PostEarningsReturn,1Year,6month,3month,1month,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
1405,SYK,12/31/2017,10/27/2017,Medical Devices,Healthcare,1,0,0.070809972,0.354263354,0.09129574,0.006901218,0.061332192,2.366482505,0.312517986,238.5978044,0.514777752,0.660345975,0.211576846,0.211576846,0.144377911,0.211576846,-0.40779321,0.000904159,0.281105991,-5.873417722,up
1070,NFX,12/31/2017,11/1/2017,Oil & Gas E&P,Energy,1,0,0.003566222,-0.241438778,-0.133408387,0.153183521,0.013829437,1.174157303,0.54727133,230.3075171,0.725758853,0.660592255,0.202733485,0.202733485,0.198177677,0.202733485,-0.219626168,0.00464711,0.586206897,-0.300578035,flat
1497,TUP,12/31/2017,10/25/2017,Packaging & Containers,Consumer Cyclical,1,0,0.027938838,0.009256198,-0.156046994,-0.04459396,0.009423045,0.981892615,2.685412262,113.4578313,0.861574481,0.661353105,0.135125116,0.135125116,0.058202039,0.135125116,0.285113541,0.005298913,-0.194267516,-0.019461078,flat
1464,TPR,12/31/2017,11/7/2017,Luxury Goods,Consumer Cyclical,1,0,0.010790178,0.173740804,-0.082300885,-0.132761865,0.045362903,1.742060061,0.590102041,104.1279386,0.605602061,0.661649469,0.130964388,0.130964388,-0.01373264,0.130964388,-0.946333649,-0.005272018,-4.97740113,0.88150289,flat
1112,NVS,12/31/2017,10/24/2017,Drug Manufacturers - Major,Healthcare,1,0,-0.032894589,0.137278263,0.126836306,0.020308789,-0.003711005,1.082233343,0.350970115,243.927671,0.463814717,0.661834226,0.195398676,0.195398676,0.163961551,0.195398676,0.108286039,0,0.04805382,0.046291132,flat
1031,MSFT,12/31/2017,10/27/2017,Software - Infrastructure,Technology,1,0,0.062147078,0.299026884,0.150452819,0.078313253,0.066197374,3.119848881,0.575758252,216.5932431,0.640112085,0.662645692,0.314125031,0.314125031,0.267992501,0.314125031,-0.113160953,-0.013878959,0.060371046,-0.140273312,up
1118,OAS,12/31/2017,11/8/2017,Oil & Gas E&P,Energy,1,0,-0.01480138,0.007400555,-0.090984975,0.347772277,0.305755396,0.76463251,0.143303966,367.1704747,0.521429582,0.663410834,-0.077251706,-0.077251706,-0.145275224,-0.077251706,-0.347785108,0.006338657,-1.024942981,-0.033664881,flat
606,FE,12/31/2017,10/27/2017,Utilities - Diversified,Utilities,1,0,0.016230069,-0.064193168,0.061456246,-0.011508554,0.05686731,0.688836663,0.664221043,155.8222591,0.853238333,0.664174972,0.253322259,0.253322259,0.109634551,0.253322259,0.714285714,-0.000590715,0.833333333,0.0984375,flat
174,APC,12/31/2017,11/1/2017,Oil & Gas E&P,Energy,0,1,0.01547614,-0.169414536,-0.049663138,0.105463502,0.002029633,2.029052403,0.341587832,263.1915709,0.677193471,0.664750958,-0.22835249,-0.22835249,-0.267816092,-0.22835249,-0.144163017,0.006265836,-0.184549356,-0.205007825,flat
1371,SPPI,12/31/2017,11/3/2017,Biotechnology,Healthcare,1,0,0.022114555,4.510028653,2.009389671,1.146205357,0.309945504,5.037603601,0.197571012,437.6891056,0.392734802,0.665366122,-0.425058387,-0.425058387,-0.514054128,-0.425058387,0.441087333,-0.031743293,-0.224223636,-0.196370906,flat
756,HK,12/31/2017,11/10/2017,Oil & Gas E&P,Energy,0,1,0.013363228,-0.267250821,0.024502297,0.037209302,0.105785124,1.909412884,0.502740132,430.4193785,0.462695318,0.666560086,-0.41020907,-0.41020907,4.324641837,-0.41020907,0.999978774,-0.054663234,-0.999329815,0.260614074,flat
741,HEP,12/31/2017,10/31/2017,Oil & Gas Midstream,Energy,1,0,0.001463486,0.086223353,-0.065681445,-0.046901173,0.01305638,1.098722373,0.104618895,165.6363941,0.729656638,0.673824798,0.46877605,0.46877605,0.384998731,0.46877605,-1.18552702,0.005137268,0.017392328,-0.011948385,flat
902,KTWO,12/31/2017,11/2/2017,Medical Devices,Healthcare,0,1,-0.021176016,0.092105263,-0.122298851,-0.117429496,-0.157546337,3.061587081,0.208665233,262.3446603,0.343110712,0.673998053,-0.117280896,-0.117280896,-0.135109253,-0.117280896,-0.076750832,0.008953041,-0.303130538,5.003824092,flat
312,CBPO,12/31/2017,11/2/2017,Biotechnology,Healthcare,2,1,-0.033682112,-0.352317658,-0.341628185,-0.2057974,-0.206534062,6.449150842,0.130529052,271.872597,0.11778386,0.674325888,0.382147528,0.382147528,0.317042169,0.382147528,-0.031409519,-0.002782006,0.298128678,0.346721623,flat
129,AM,12/31/2017,11/2/2017,Oil & Gas Midstream,Energy,0,1,-0.049701859,0.026836158,-0.112873703,-0.148961077,-0.083228247,1.00213299,0.058474816,160.7738768,0.470059139,0.674480579,0.442738433,0.442738433,0.319301344,0.442738433,-6.027254509,0.002031587,0.421974574,-0.069112495,down
1648,WPG,12/31/2017,10/26/2017,REIT - Retail,Real Estate,0,1,-0.030847603,-0.282476024,-0.079418345,-0.14091858,-0.035169988,0.486614976,0.328598064,183.5665849,0.722813302,0.678028106,0.251979701,0.251979701,-0.046815748,0.251979701,-0.590431594,0.003595858,-2.546634902,-0.112266914,flat
694,GPOR,12/31/2017,11/2/2017,Oil & Gas E&P,Energy,0,1,-0.059188871,-0.418789144,-0.074468085,0.246195166,-0.047227926,0.56580285,0.208254706,232.8092628,0.47241429,0.684059108,0.178540251,0.178540251,0.064448521,0.178540251,0.061594463,0.021992936,2.273704415,-0.023420129,down
1027,MRK,12/31/2017,10/27/2017,Drug Manufacturers - Major,Healthcare,1,0,-0.062400678,0.018399869,-0.005454837,-0.033068164,-0.035775393,1.434170648,0.508967789,271.1782082,0.580053667,0.685326877,0.053268765,0.053268765,-0.005423729,0.053268765,0.01455512,0,-11.76785714,2.49530316,down
1764,EQT,12/31/2017,10/26/2017,Oil & Gas E&P,Energy,1,0,-0.01059788,-0.064849045,0.022570322,-0.094151,-0.070006127,0.598120618,0.235764915,163.1348209,0.410391959,0.685518211,0.237709064,0.237709064,0.037362651,0.237709064,-0.183609826,-0.003232484,2.221550985,0.173438906,flat
1098,NS,12/31/2017,11/7/2017,Oil & Gas Midstream,Energy,0,1,-0.002109388,-0.236848151,-0.261613692,-0.192709599,-0.175477786,0.364816782,0.35814019,126.0573331,0.623002109,0.686589523,0.20856353,0.20856353,0.032469596,0.20856353,0.131607913,0.001228336,4.244250262,0.122889039,flat
719,GSK,12/31/2017,10/25/2017,Drug Manufacturers - Major,Healthcare,1,0,-0.057972509,-0.004916421,-0.004916421,-0.009057528,0.001732244,0.643487135,21.20401855,313.202856,0.917850399,0.688767053,0.295040163,0.295040163,0.154532704,0.295040163,0.159181952,0,0.136138614,-0.086452293,down
147,AMT,12/31/2017,10/31/2017,Telecom Services,Communication Services,0,1,0.005583877,0.230259192,0.116957236,0.050746488,0.051597232,0.868290745,0.346762322,140.0607253,0.744536566,0.690760641,0.338051222,0.338051222,0.188763933,0.338051222,0.036828287,0,0.314276889,-0.300076229,flat
1048,MZOR,12/31/2017,11/7/2017,Medical Devices,Healthcare,1,0,-0.016113469,1.845011601,0.533133283,0.692711209,0.166254518,6.820557383,0.152073776,131.220937,0.135174407,0.691641479,-0.223262032,-0.223262032,-0.212334341,-0.223262032,0.584992249,-0.104595688,-0.709827539,0.0071844,flat
1636,WLL,12/31/2017,10/26/2017,Oil & Gas E&P,Energy,1,0,0.132504171,-0.405372405,-0.429742389,-0.035643564,-0.151567944,0.585910141,0.097424434,277.1602032,0.44534787,0.69458226,-0.287763067,-0.287763067,-0.965418683,-0.287763067,-1.08046903,-0.007364116,-0.684595297,-0.024319781,up
280,BMY,12/31/2017,10/26/2017,Drug Manufacturers - Major,Healthcare,0,1,-0.049766288,0.29283552,0.150709538,0.181047198,0.017633042,1.594405594,0.638436041,388.2032737,0.561056008,0.700989722,0.260182718,0.260182718,0.160829844,0.260182718,0.252799311,0.003095001,0.705325444,0.089900759,down
1673,XLNX,12/31/2017,10/26/2017,Semiconductors,Technology,1,0,-0.001273435,0.405684755,0.098136646,0.107769424,0.004117564,9.858277354,0.17023607,169.0097949,0.505832414,0.701718959,0.298899279,0.298899279,0.270429683,0.298899279,0.010127145,-0.004054988,0.296719433,0.017809439,flat
1717,APTI,12/31/2017,10/31/2017,Software - Application,Technology,1,0,0.23925198,-0.013946281,0.471858134,0.085275725,0.017048482,1.612809843,1.533188909,358.3207081,0.620166979,0.703591795,-0.109030556,-0.109030556,-0.110030641,-0.109030556,-0.360497285,0.020145142,-0.825372268,0.140356635,up
219,AXP,12/31/2017,10/19/2017,Credit Services,Financial Services,1,0,-0.001956735,0.532623169,0.150712322,0.078851787,0.041275585,1.917260274,3.721840171,5818.456678,0.874923625,0.70514658,0.242345277,0,0.176677524,0.242345277,-0.163867802,0.01423128,0.564896755,-0.060972772,flat
802,IDCC,12/31/2017,10/26/2017,Telecom Services,Communication Services,1,0,0.009937147,-0.067659839,-0.17833698,-0.012491782,0.009408602,3.224746219,0.537054582,1500.600976,0.57026675,0.70538916,0.419984588,0.419984588,0.365127151,0.419984588,0.361849646,3.53E-05,1.672641828,0.004324624,flat
1711,ZNGA,12/31/2017,11/8/2017,Electronic Gaming & Multimedia,Technology,1,0,0.042673141,0.344322344,0.089020772,-0.02393617,-0.010781671,3.721795507,0.148552752,145.6798459,0.154630343,0.706551793,0.093265656,0.093265656,0.080549433,0.093265656,-0.428641855,-0.02944254,0.958929855,0.163198997,up
361,CMCSA,12/31/2017,10/26/2017,Pay TV,Communication Services,1,0,-0.015321777,-0.42916925,-0.069714574,-0.06593964,-0.044121464,0.744090634,0.386977466,137.6816947,0.689068057,0.710384597,0.219225087,0.219225087,0.126292713,0.219225087,0.345405931,0.000994635,0.017358491,-0.051680591,flat
288,BSX,12/31/2017,10/26/2017,Medical Devices,Healthcare,0,1,-0.027042552,0.319518717,0.131016043,0.094639556,0.025987526,0.72038111,0.636267791,241.4716472,0.59283108,0.711071107,0.175517552,0.175517552,0.127362736,0.175517552,0.071428571,0,-0.833922261,0.031372549,flat
1651,WPM,12/31/2017,11/10/2017,Silver,Basic Materials,0,1,-0.037519626,-0.131644518,0.012590799,0.098214286,0.033102767,5.804097027,0.00266848,10.59760927,0.146298339,0.713181044,0.367800467,0.367800467,0.327915522,0.367800467,-0.095336862,0.002664729,0.007209589,-0.00331472,flat
1670,XEC,12/31/2017,11/8/2017,Oil & Gas E&P,Energy,1,0,-0.005013739,0.029250756,0.049138003,0.248958953,0.09691745,1.508765239,0.246715011,317.3788122,0.49632296,0.713913229,0.322506206,0.322506206,0.197116121,0.322506206,-0.228914779,0.018226939,0.866781912,-0.032939583,flat
1299,SAP,12/31/2017,10/19/2017,Software - Application,Technology,0,1,0.014478203,0.275039927,0.150488935,0.056227556,0.017015469,1.180077837,0.3901268,341.4937388,0.411778904,0.713953488,0.247942755,0.247942755,0.175849732,0.247942755,-0.003791469,-0.062368113,-0.018311292,-0.060556465,flat
171,APA,12/31/2017,11/2/2017,Oil & Gas E&P,Energy,1,0,-0.013109472,-0.290609777,-0.118371608,-0.041534271,-0.064466105,1.529006085,0.351590358,300.8819294,0.616349897,0.714182865,-0.059035277,-0.059035277,0.045356371,-0.059035277,0.148970748,0.002897905,-2.492063492,-0.009025271,flat
575,EXAS,12/31/2017,10/31/2017,Diagnostics & Research,Healthcare,1,0,0.093130342,2.236434109,0.617694543,0.318421053,0.04505632,10.33808288,0.094260771,130.0237688,0.102243098,0.714374294,-0.391476286,-0.391476286,-0.370614821,-0.391476286,-2.54873419,0.108186891,-0.383908986,-1.423486239,up
238,BCEI,12/31/2017,11/9/2017,Oil & Gas E&P,Energy,1,0,-0.027821571,37.32,-0.140035907,0.131241565,-0.023303233,0.954029153,0.104924921,241.5284533,0.138043909,0.714626813,0.161323842,0.161323842,0.095684471,0.161323842,-0.743375354,0.06692133,1.252310536,-0.054222397,flat
835,IRDM,12/31/2017,10/26/2017,Telecom Services,Communication Services,1,0,0.104442663,0.345679012,0.033175355,-0.00456621,0.073891626,2.776926615,0.112525303,191.1390255,0.617141254,0.716260393,0.326752297,0.326752297,0.250997452,0.326752297,-0.015566819,0,1.065018972,0.165095019,up
1366,SPGI,12/31/2017,10/26/2017,Capital Markets,Financial Services,1,0,0.024882782,0.295331992,0.191390925,0.048843271,0.039897913,1.517026578,2.870083433,286.5961666,0.764287354,0.721744878,0.447455387,0.447455387,0.273628553,0.447455387,-0.031141869,-0.00015015,0.198067633,0.126654064,flat
952,MAR,12/31/2017,11/8/2017,Lodging,Consumer Cyclical,1,0,-0.007555979,0.700281294,0.170960868,0.192797237,0.059694951,0.524964337,1.242907801,544.5128605,0.813830665,0.722525331,0.51441933,0.51441933,0.305533905,0.51441933,0.019685039,0,0.12755102,0.169381107,flat
1814,OLED,12/31/2017,11/3/2017,Semiconductor Equipment & Materials,Technology,1,0,0.090986838,1.841535433,0.296945193,0.22798809,0.134827044,9.738330884,0.07427834,255.9609617,0.143240233,0.722711282,0.255986252,0.255986252,0.219185189,0.255986252,-0.582548841,0.06891321,0.078328402,-0.137575178,up
922,LLY,12/31/2017,10/24/2017,Drug Manufacturers - Major,Healthcare,1,0,-0.023325688,0.114121406,0.07364532,0.060712982,0.030009452,1.37594442,0.850654453,322.0037999,0.652163198,0.72320608,0.215093673,0.215093673,0.098197243,0.215093673,0.175710872,0,0.646688265,0.315400564,flat
1125,OCN,12/31/2017,11/2/2017,Specialty Finance,Financial Services,1,0,0.020202707,-0.213302752,0.355731225,0.186851211,-0.047222222,12.86575194,0.298078758,296.8733005,0.927210329,0.723428025,0.072181899,0.072181899,-0.021964433,0.072181899,0.16144694,0,-2.786948177,0.166478518,flat
1328,SHPG,12/31/2017,10/27/2017,Biotechnology,Healthcare,1,0,0.02803222,-0.227493713,-0.21880651,-0.178560818,-0.0878258,0.977268767,0.22848542,289.8500379,0.516059665,0.729175682,0.257274989,0.257274989,0.148961489,0.257274989,-0.259913999,-0.003236469,0.366013072,0.002558757,flat
1438,TGP,12/31/2017,11/9/2017,Shipping & Ports,Industrials,0,1,0.028091735,0.319548872,0.044642857,-0.008474576,-0.053908356,0.31836633,0.509938546,111.1677614,0.623347145,0.72968308,0.463364818,0.463364818,-0.177034089,0.463364818,-0.186959654,0,-2.29292601,-0.129244781,flat
1262,REI,12/31/2017,11/9/2017,Oil & Gas E&P,Energy,1,0,0.033085725,0.304087737,-0.020958084,-0.010590015,0.004608295,2.29739845,0.060066041,195.9469642,0.076503598,0.731213302,0.274840247,0.274840247,0.193852822,0.274840247,0.703093929,-0.009983312,0.736423468,-0.013315656,flat
744,HES,12/31/2017,10/25/2017,Oil & Gas E&P,Energy,1,0,-0.041947988,-0.156261969,-0.110078772,0.013572579,-0.048791019,1.844173442,0.168608636,254.9292628,0.457593985,0.73194341,-0.20923306,-0.20923306,-0.464631422,-0.20923306,0.013460016,-0.003204075,-0.4375,-1.545454545,down
1656,WPX,12/31/2017,11/2/2017,Oil & Gas E&P,Energy,1,0,0.036092881,0.084337349,0.059782609,0.209927611,0.031746032,1.017268446,0.162086514,296.4242424,0.485855466,0.736363636,-0.372727273,-0.372727273,-0.442424242,-0.372727273,0.2,0.004830918,-1.315068493,-0.546511628,flat
1194,PDLI,12/31/2017,11/3/2017,Biotechnology,Healthcare,1,0,0.039740329,-0.051282051,0.303964758,0.238493724,-0.131964809,3.158830074,0.235888513,1282.672757,0.327540083,0.739283204,-0.378683532,-0.378683532,0.971281331,-0.378683532,0.314961232,0.001002854,-1.899237893,-2.685545224,flat
1770,EW,12/31/2017,10/25/2017,Medical Devices,Healthcare,0,1,-0.10046128,-0.023754593,0.045288198,-0.011763688,0.033095217,3.490750816,0.232474308,211.0468655,0.42378471,0.740353013,0.2686549,0.2686549,0.207060256,0.2686549,0.193717277,0.048325379,-0.004115226,-0.003861004,down
1688,YNDX,12/31/2017,10/24/2017,Internet Content & Information,Technology,0,1,0.064497896,0.577948718,0.286371237,-0.030560807,-0.052939366,4.46918239,0.202823369,131.0779503,0.296080823,0.742085502,0.078803652,0.078803652,0.038399181,0.078803652,0.379848247,-0.008835407,0.736666667,-0.131047152,up
1091,NOW,12/31/2017,10/26/2017,Software - Application,Technology,1,0,0.012123294,0.561849856,0.321106753,0.127374706,0.078961039,1.661258219,2.322582342,213.8719614,0.820365432,0.744504888,-0.014161832,-0.014161832,-0.048553707,-0.014161832,-0.062076025,0.017752899,-4.11766165,-0.318253577,flat
877,KIM,12/31/2017,10/26/2017,REIT - Retail,Real Estate,1,0,-0.008150004,-0.332128659,-0.105950653,-0.120837298,-0.047913447,2.867688813,0.023645292,225.3196764,0.536474851,0.747921789,0.348620462,0.348620462,0.410486866,0.348620462,0.086143255,0.00770792,-0.384078328,-0.064459031,flat
141,AMRN,12/31/2017,11/1/2017,Biotechnology,Healthcare,1,0,0.020379162,0.08974359,0.129568106,-0.068493151,-0.020172911,1.632408127,-1.278078129,266.7366976,1.276743111,0.748289696,-0.178399493,-0.178399493,-0.228568412,-0.178399493,-0.080646385,0.018338489,-0.322863741,0.43667357,flat
1185,PBYI,12/31/2017,11/10/2017,Biotechnology,Healthcare,1,0,-0.211031663,1.715048026,2.944186047,0.621414914,0.005931198,1.229763912,1.228425627,233.643245,0.564671337,0.748889255,-12.74312983,-12.74312983,-12.70034557,-12.74312983,-0.013798813,-0.067922875,-0.34323659,-0.106288816,down
642,FTNT,12/31/2017,10/27/2017,Software - Application,Technology,1,0,-0.034503676,0.3286945,0.028205128,0.070189485,0.11668059,1.812629373,1.009325833,251.6444603,0.623331979,0.749746805,0.09111291,0.09111291,0.071108474,0.09111291,0.058133527,0.043222817,1.370124014,-0.045644099,flat
1490,TTGT,12/31/2017,11/9/2017,Internet Content & Information,Technology,1,0,0.024135076,0.514319809,0.371891892,0.266467066,0.047029703,2.529086548,0.207897028,382.9946095,0.302727262,0.751856347,0.103062973,0.103062973,0.074039697,0.103062973,-0.113592687,0.029024158,1.150916104,0.282635218,flat
1423,TDOC,12/31/2017,11/2/2017,Health Information Services,Technology,0,1,0.039782493,0.866666667,0.23943662,0.018181818,-0.114942529,5.076904243,0.091416562,143.5276766,0.49282912,0.756125273,-0.17826657,-0.17826657,-0.456372906,-0.17826657,-3.923350858,0.000697924,-0.356271944,-0.315197957,flat
816,INSY,12/31/2017,11/2/2017,Biotechnology,Healthcare,0,1,0.003921574,-0.543497758,-0.522065728,-0.492015968,-0.45503212,0.861012844,1.970410406,276.683567,0.671861362,0.756374307,-0.811640039,-0.811640039,-5.422888816,-0.811640039,-0.393651238,0.035993163,-0.014556277,-5.919907847,flat
102,ALGN,12/31/2017,10/27/2017,Medical Devices,Healthcare,1,0,0.150470083,1.401561761,0.507799733,0.172888016,0.108937937,2.3863827,0.390342973,304.424516,0.303757077,0.759182593,0.256349493,0.256349493,0.214279967,0.256349493,0.012219639,0.045432597,0.103567319,0.237985185,up
671,GLOG,12/31/2017,11/2/2017,Shipping & Ports,Industrials,0,1,-0.00873368,0.12745098,0.32183908,0.051829268,-0.011461318,1.4469558,0.306139718,32.58640527,0.621822159,0.759924414,0.421351397,0.421351397,0.040650097,0.421351397,-0.157259968,0,1.533270853,-0.003531896,flat
1595,VVUS,12/31/2017,11/8/2017,Biotechnology,Healthcare,1,0,-0.088292607,-0.317307692,-0.303921569,-0.297029703,-0.193181818,7.470332892,99.93521127,283.6299612,0.998669111,0.768709274,0.159678799,0.159678799,-0.394523794,0.159678799,-0.044496999,-0.001092408,-0.152819486,-5.106598985,down
18,ABBV,12/31/2017,10/27/2017,Drug Manufacturers - Major,Healthcare,1,0,0.026118626,0.467715503,0.358204428,0.271436684,0.006744604,1.452466815,1.949005533,255.2130093,0.902861708,0.768977841,0.386704789,0.386704789,0.233166548,0.386704789,0.279185413,0.015671005,0.182096873,0.032405992,flat
510,EBAY,12/31/2017,10/19/2017,Specialty Retail,Consumer Cyclical,0,1,-0.01807118,0.200063211,0.167230249,0.021247983,-0.014789829,2.463322884,0.282726225,94.84848485,0.565084994,0.769198838,0.239933582,0.239933582,0.217102532,0.239933582,-0.497727273,0,0.198852772,0.087799316,flat
199,ATEN,12/31/2017,10/27/2017,Software - Infrastructure,Technology,3,0,0.0121541,-0.189427313,-0.091358025,0.025069638,0.106766917,2.062081399,1.06275829,296.2835605,0.588127343,0.775981374,-0.034924046,-0.034924046,-0.043243947,-0.034924046,-0.161978005,-0.007332865,-1.916039157,-0.777392695,flat
323,CELG,12/31/2017,10/26/2017,Biotechnology,Healthcare,1,0,-0.178748156,0.224623579,-0.035573123,-0.108758852,-0.163740645,3.651024944,0.41106599,201.6550046,0.689626922,0.778217219,0.344995437,0.344995437,0.300578035,0.344995437,-0.208492107,-0.007721831,0.162955466,-0.092830882,down
194,ASUR,12/31/2017,11/13/2017,Software - Application,Technology,0,1,0.121945766,0.726067747,-0.217623498,0.002566296,-0.0624,1.386156573,0.753510189,326.4478006,0.646895583,0.781284215,0.028852966,0.028852966,-0.082501449,0.028852966,-0.107595398,0.005637839,-0.240437158,0.846657929,up
531,EL,12/31/2017,11/1/2017,Household & Personal Products,Consumer Defensive,1,0,0.088203166,0.283254906,0.224644031,0.135242157,0.030982019,1.752705283,0.664130205,200.5604765,0.610473693,0.7840562,0.186621869,0.186621869,0.130421503,0.186621869,0.213296399,-0.02228487,0.159250585,0.462365591,up
1250,QLYS,12/31/2017,11/1/2017,Software - Application,Technology,1,0,0.052474071,0.420134228,0.290243902,0.29498164,-0.001886792,2.478211597,0.452458636,284.4042696,0.346452515,0.786048075,0.182366784,0.182366784,0.142074298,0.182366784,-0.442513561,0.036093871,1.287742546,0.061302799,up
290,BX,12/31/2017,10/19/2017,Asset Management,Financial Services,1,0,0.015407712,0.418466751,0.108206486,-0.023045508,0.026670754,1.348309532,0.677032068,469.5844935,0.576171919,0.788356658,0.494370854,0,0.225565788,0.494370854,-0.326719045,-0.001951983,-0.26329678,1.226926075,flat
1036,MTCH,12/31/2017,11/8/2017,Internet Content & Information,Technology,0,1,0.09531018,0.610778443,0.40911472,0.433901919,0.069582505,0.915518658,0.652960523,115.4876419,0.757299962,0.79021484,0.260810441,0.260810441,0.83771963,0.260810441,-2.12677692,0.008078785,-0.719984845,0.017338393,up
1426,TEAM,12/31/2017,10/20/2017,Software - Application,Technology,1,0,0.220307235,0.386496728,0.276157261,0.125874126,0.14476678,1.948577992,0.373760046,81.2341475,0.308271544,0.793156466,-0.11518538,-0.11518538,-0.072201756,-0.11518538,0.200904957,0.056396178,-2.519436902,0.057732686,up
934,LOGM,12/31/2017,10/27/2017,Software - Application,Technology,1,0,0,0.372736475,0.080088496,0.050344234,0.137465051,0.837491186,0.152776967,113.6776137,0.218069203,0.795351826,0.067899148,0.067899148,0.036840757,0.067899148,0.003983957,0.01668792,0.369758065,0.096148107,flat
400,CPE,12/31/2017,11/7/2017,Oil & Gas E&P,Energy,0,1,-0.025888711,-0.076864536,0.011676397,0.162991371,0.087892377,0.839442535,0.097166708,353.6074999,0.29884973,0.798283972,0.206455197,0.206455197,0.201869667,0.206455197,-1.25858235,0,0.100228324,0.180617149,flat
789,IAC,12/31/2017,11/9/2017,Internet Content & Information,Technology,0,1,-0.046381725,0.99329677,0.266234395,0.2949327,0.038824931,2.066845317,0.343990603,119.4920597,0.467657832,0.799271879,-0.003053955,-0.003053955,0.216846484,-0.003053955,-0.212681737,0.030723919,-0.836703907,0.006848189,down
588,FANG,12/31/2017,11/7/2017,Oil & Gas E&P,Energy,1,0,-0.016763885,0.239938925,0.141236699,0.19698884,0.13758255,0.464190873,0.085254057,186.4134303,0.233472264,0.804639602,0.305697984,0.305697984,0.242660278,0.305697984,0.450819401,-0.004982236,1.016967025,0.011314233,flat
1789,HUBS,12/31/2017,11/2/2017,Software - Application,Technology,1,0,0.003484324,0.665697674,0.224358974,0.192094313,0.011176471,3.554794691,0.770303449,182.2273499,0.696156054,0.805476536,-0.124081616,-0.124081616,-0.108292573,-0.124081616,0.006342543,0.020488081,-0.664083908,0.293936675,flat
222,AZN,12/31/2017,11/9/2017,Drug Manufacturers - Major,Healthcare,1,0,-0.006622541,0.190782422,0.070671378,0.148122632,-0.036426713,0.942681325,1.053770492,308.1298139,0.760834224,0.807124519,0.208279846,0.208279846,0.110077022,0.208279846,-0.28592666,0,0.125364431,0.363798484,flat
1391,STMP,12/31/2017,11/3/2017,Software - Application,Technology,1,0,-0.256168807,1.346235419,0.971925134,0.047337278,0.025730181,2.79858231,0.215271891,166.7151188,0.3260535,0.812848725,0.293407033,0.293407033,0.401739932,0.293407033,0.398800248,0.058521611,0.306024878,-0.310152241,down
1832,SPG,12/31/2017,10/27/2017,REIT - Retail,Real Estate,1,0,-0.044324089,-0.13069328,-0.009076607,0.020184401,0.013429049,0.30131692,1.088966368,178.5468939,0.857267354,0.815474503,0.491628183,0.491628183,0.366630855,0.491628183,0.038927627,0.003448512,0.077741311,-0.050995197,down
1197,PE,12/31/2017,11/8/2017,Oil & Gas E&P,Energy,1,0,-0.046855417,-0.168861574,-0.114437169,0.115913556,0.055762082,0.92334389,0.111573477,192.1337975,0.272005494,0.816061671,0.014795391,0.014795391,-0.055318831,0.014795391,-1.072241669,0.019077502,-3.960924023,0.117613478,down
1829,RGLD,12/31/2017,11/2/2017,Gold,Basic Materials,1,0,0.038597567,0.196354241,0.228445099,-0.038749856,-0.037417716,3.924398539,0.017354219,179.6809699,0.239965491,0.817578373,0.372722968,0.372722968,0.255786944,0.372722968,0.02882516,-0.001338845,-0.023051937,-0.018405508,flat
1743,CLVS,12/31/2017,11/2/2017,Biotechnology,Healthcare,0,1,-0.016886214,1.553803014,0.418613707,-0.059021051,-0.111246646,3.185714611,0.733265595,572.0201119,0.62850232,0.819945258,-3.601511365,-3.601511365,-3.609663216,-3.601511365,0.195734228,0.003650947,-0.185645523,-0.663099268,flat
792,IBKR,12/31/2017,10/18/2017,Capital Markets,Financial Services,1,0,0.04858922,0.346208464,0.39905549,0.273851115,0.091160221,1.116056338,48.58576642,24812.49357,0.894524004,0.825192802,0.593830334,0,0.079691517,0.593830334,-0.028696498,0.029889223,7.580645161,9.602739726,up
138,AMGN,12/31/2017,10/26/2017,Biotechnology,Healthcare,1,0,-0.005536425,0.124164793,0.090830875,0.031077549,-0.039917785,6.072500915,0.254212045,215.2191235,0.598797475,0.828512039,0.472024944,0.472024944,0.350077949,0.472024944,0.123666667,-0.000145524,0.079663533,0.12999421,flat
1630,WIX,12/31/2017,11/8/2017,Internet Content & Information,Technology,0,1,-0.144405005,0.725124378,-0.104583602,0.183447099,0.013148283,0.858815675,64.63424658,37.9296773,0.985741074,0.830434743,-0.103160379,-0.103160379,-0.130765282,-0.103160379,-0.00184822,0.070701066,-0.894758592,0.118569551,down
443,CYBR,12/31/2017,11/2/2017,Software - Infrastructure,Technology,1,0,0.105625732,-0.099457112,-0.227602906,0.018418468,-0.013089005,3.600587001,0.254099626,190.9298343,0.260870127,0.830880311,0.02596501,0.02596501,0.025934154,0.02596501,0.020004815,0.022211767,4.493158834,0.295941602,up
1773,FFIV,12/31/2017,10/26/2017,Software - Infrastructure,Technology,1,0,0.038959562,0.017829722,-0.060477203,0.002436565,-0.014455642,1.561423538,0.760213992,198.0532641,0.504437278,0.831707553,0.301261343,0.301261343,0.252311347,0.301261343,-0.026267476,0.029325368,0.281944557,-0.082528806,flat
108,ALKS,12/31/2017,10/26/2017,Biotechnology,Healthcare,1,0,0.105016953,-0.09125964,-0.120959147,-0.098542805,-0.035658613,3.052766646,0.215630685,348.4647285,0.320904683,0.83414679,-0.176442717,-0.176442717,-0.166874439,-0.176442717,0.042495594,0.052403903,-0.30675929,0.270855793,up
