Underlying,quarter,1Year,1month,3month,6month,industry,sector,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
A,10/31/2017,0.225846408,-0.029897076,0.044870667,0.178408414,Diagnostics & Research,Healthcare,3.300870942,0.261436556,245.8915055,0.426180869,0.544154752,0.227081581,0.227081581,0.148864592,0.227081581,0.042942494,-0.002506266,0.214689266,0.336805556,up
A,1/31/2018,0.553285968,0.043867502,0.111181703,0.192635527,Diagnostics & Research,Healthcare,3.230712711,0.300973021,226.3542527,0.479650494,0.555739059,0.197357556,0.197357556,-0.264244426,0.197357556,0.072393488,-0.00071908,-0.096875,-0.176744186,flat
A,4/30/2018,0.383210955,-0.032750486,0.038283927,0.173795891,Diagnostics & Research,Healthcare,3.315018315,0.295902883,228.2006633,0.474385246,0.533996683,0.182421227,0.182421227,0.169983416,0.182421227,0.041182331,-0.002639789,0.087804878,0.188118812,flat
A,7/31/2018,0.232371795,0.015255978,0.011398509,0.02578924,Diagnostics & Research,Healthcare,3.616370809,0.222173532,222.3981712,0.452868607,0.549459684,0.187032419,0.187032419,0.196176226,0.187032419,-0.412951666,0.001322401,0.012711864,-0.406091371,down
AAL,9/30/2017,0.38121547,0.015228426,0.1368804,0.008267796,Airlines,Industrials,0.653426537,3.877152989,57.04173561,0.924657926,0.312281669,0.123552124,0.123552124,0.057363486,0.123552124,-0.135294118,0,-1.479166667,-1.590785908,flat
AAL,12/31/2017,0.285462333,0.089007471,0.0204,0.16007276,Airlines,Industrials,0.611200214,3.81151299,60.32261107,0.923612733,0.285916423,0.091500802,0.091500802,0.024337327,0.091500802,-0.152542373,0.007731199,0.240310078,-1.343249428,down
AAOI,9/30/2017,6.986145069,0.594110948,1.09335612,2.129671032,Semiconductors,Technology,2.992118714,0.236994594,299.9086961,0.260453518,0.442984282,0.203096344,0.203096344,0.217993002,0.203096344,-0.064218243,-0.025056449,-0.124077419,0.215130024,down
AAOI,12/31/2017,0.612340426,-0.372162386,-0.438417074,-0.416807757,Semiconductors,Technology,3.248529162,0.212160492,300.4559514,0.264265405,0.40840273,0.134982155,0.134982155,0.071579738,0.134982155,-0.007727662,0,0.285514346,1.949311024,up
AAOI,3/31/2018,-0.080383285,-0.015389,-0.232904085,-0.429867987,Semiconductors,Technology,3.46161554,0.203496129,300.1896872,0.278213352,0.396020785,0.033262312,0.033262312,0.0324959,0.033262312,-0.007890482,0.019641332,0.769811321,1.949311024,down
AAOI,6/30/2018,-0.387872452,0.381439245,0.051166966,-0.071126388,Semiconductors,Technology,3.215786905,0.209277619,202.2707294,0.274400471,0.385586755,0.101830976,0.101830976,0.091480495,0.101830976,-0.070297939,0.040178124,0.566591984,0.18714718,down
AAPL,9/30/2017,0.414898633,0.045644599,0.017219172,0.236505974,Consumer Electronics,Technology,1.276062848,0.752079495,247.639647,0.642845153,0.379067689,0.24952928,0.24952928,0.203769566,0.24952928,0.084676426,0.0606038,0.219525854,-0.468382729,up
AAPL,3/31/2018,0.303145631,-0.025837543,-0.007453857,0.067710322,Consumer Electronics,Technology,1.456034483,0.703983354,133.7801986,0.65475562,0.383106793,0.259973502,0.259973502,0.226082405,0.259973502,0.389888812,-0.116866979,0.051367385,1.330337079,down
AAPL,6/30/2018,0.15363624,0.004216402,0.012756783,0.037105182,Consumer Electronics,Technology,1.307324841,0.770324231,180.6806533,0.670819051,0.383384962,0.236778372,0.236778372,0.216258331,0.236778372,-0.409370992,0.00640347,0.192551437,-0.368580895,up
AAXN,9/30/2017,-0.119345859,-0.000394945,0.005162828,-0.055949273,Aerospace & Defense,Industrials,1.885694018,0.602667389,207.0578981,0.493051125,0.551339434,-0.008852009,-0.008852009,0.004675279,-0.008852009,0.355018288,0.046376148,2.443127962,1.546362124,down
AAXN,12/31/2017,0.025583483,-0.040722082,-0.007384883,-0.12952381,Aerospace & Defense,Industrials,1.900805929,0.644693151,216.1980328,0.504767651,0.665772152,0.091367233,0.091367233,-0.021880382,0.091367233,0.421196991,0.066983852,-5.937228392,0.092661871,down
AAXN,3/31/2018,0.044861963,-0.005837286,0.132585204,0.262743281,Aerospace & Defense,Industrials,2.012042576,0.645716378,350.2579163,0.492782167,0.636872005,0.134199476,0.134199476,0.127708344,0.134199476,0.177190512,0.068693973,0.446155036,-0.094277959,up
AAXN,6/30/2018,0.783146965,0.060822048,0.775347913,0.907304571,Aerospace & Defense,Industrials,4.027907823,0.269355363,385.3713744,0.30130122,0.636355391,0.053403342,0.053403342,0.085511862,0.053403342,0.699753176,-0.028389863,0.432645846,2.941448382,up
ABX,9/30/2017,-0.205867971,0.009950249,-0.04245283,-0.100775194,Gold,Basic Materials,2.728423475,0.180778032,43.77069744,0.53645501,0.362769694,0.262418465,0.262418465,-0.005519318,0.262418465,-0.444938272,0.003717472,-21.27272727,0.030075188,flat
ABX,12/31/2017,-0.06660746,-0.029248768,-0.046279492,-0.056552962,Gold,Basic Materials,2.681167716,0.188132673,66.51256732,0.562707444,0.376122083,0.441651706,0.441651706,-0.140933573,0.441651706,0.093554163,-0.002176813,-3.372611465,-0.328813559,down
ABX,3/31/2018,-0.291645044,-0.066347469,-0.021505376,-0.175226586,Gold,Basic Materials,2.824499411,0.17913282,35.27653631,0.556386833,0.362011173,0.284357542,0.284357542,0.088268156,0.284357542,0.062919463,-0.007501769,1.139240506,-0.118343195,flat
ABX,6/30/2018,-0.328133125,0.0336,-0.1095796,-0.197515528,Gold,Basic Materials,2.118055556,0.230867892,41.36098131,0.557917363,0.316004673,0.191004673,0.191004673,-0.054906542,0.191004673,-0.143405276,-0.006992009,-0.840425532,-0.021276596,flat
ACAD,9/30/2017,-0.161510077,0.103886398,-0.084314941,-0.226499084,Biotechnology,Healthcare,11.12171098,0.095787197,156.4930575,0.087954481,-0.114003036,-1.863820338,-1.863820338,-1.833942324,-1.863820338,-0.276807914,-0.017203474,-0.304331167,0.183832469,up
ACAD,12/31/2017,0.411918225,-0.120563533,-0.022583559,0.116999312,Biotechnology,Healthcare,7.617315929,0.146233801,154.4224324,0.128011006,3.348537716,-1.580712548,-1.580712548,-1.580988017,-1.580712548,-0.622288167,0.11832348,-0.317550203,-0.437196856,down
ACAD,3/31/2018,-0.218067754,-0.018273472,0.112857143,-0.039753467,Biotechnology,Healthcare,7.377335156,0.151524317,174.3885569,0.133520397,0.124969305,-1.121777032,-1.121777032,-1.111074732,-1.121777032,0.406265044,-0.123530541,-0.373434507,0.020072509,down
ACAD,6/30/2018,-0.505701079,-0.275192047,-0.469927297,-0.539477462,Biotechnology,Healthcare,6.118096477,0.18590964,170.669786,0.159512319,0.094509577,-1.122951825,-1.122951825,-1.108704414,-1.122951825,-0.564287833,0.00531449,-0.328075111,-0.072146789,up
ACRX,9/30/2017,-0.173669468,0.43902439,0.113207547,0.113207547,Medical Devices,Healthcare,4.778846154,-0.490679336,329.6536651,1.36630289,-2.99596503,-5.958977808,-5.958977808,-8.751176866,-5.958977808,0.085197833,0.001132222,-0.375854914,0.065300708,down
ACRX,12/31/2017,-0.360655738,-0.093023256,-0.338983051,-0.22,Medical Devices,Healthcare,4.642240117,-0.374154318,756.1418919,1.483230093,-5.267567568,-10.55,-10.55,-13.35810811,-10.55,-0.284185853,-8.92E-06,-0.339200809,-0.079988017,flat
ACRX,3/31/2018,-0.46031746,-0.055555556,-0.227272727,-0.484848485,Medical Devices,Healthcare,4.048743681,-0.282700512,821.516035,1.712321274,-12.48979592,-24.10787172,-24.10787172,-33.79591837,-24.10787172,-0.213265142,0.006167198,-0.341097308,0.221182533,up
ACRX,6/30/2018,-0.038461538,0.086956522,0.351351351,0.295336788,Medical Devices,Healthcare,4.008249451,-0.269840297,501.9865526,1.757753018,-3.922982885,-8.744498778,-8.744498778,-12.88630807,-8.744498778,-0.310461936,-0.003591992,-0.388483066,-0.04648986,flat
ADM,9/30/2017,-0.06433008,0.019333011,-0.077629565,-0.044187627,Farm Products,Consumer Defensive,1.612060979,0.675754126,101.5461658,0.547589109,0.054764956,0.022526472,0.022526472,0.012949349,0.022526472,0.818532819,0.023337551,0.916666667,0.405469679,flat
ADM,12/31/2017,-0.017894012,0.004458001,0.005165532,0.027357811,Farm Products,Consumer Defensive,1.585123309,0.686397641,92.4197262,0.540199685,0.058431861,0.029620411,0.029620411,0.04903547,0.029620411,0.07960199,0.020381694,-0.930203046,3.464285714,down
ADM,3/31/2018,-0.077062969,0.010452962,0.010956175,-0.046724583,Farm Products,Consumer Defensive,1.573654498,0.709214179,109.9278629,0.542676399,0.057258792,0.024217442,0.024217442,0.025312379,0.024217442,-0.146800502,-0.025421449,-0.190839695,0.776440963,flat
ADM,6/30/2018,-0.008087432,0.073574639,0.052655996,0.055103464,Farm Products,Consumer Defensive,1.591312511,0.626296098,86.99437544,0.515804412,0.069193813,0.036383876,0.036383876,0.033161472,0.036383876,0.364277321,-0.034917459,-0.38869258,-3.551898734,flat
ADMP,9/30/2017,0.603448276,-0.060606061,0.010869565,0.273972603,Drug Manufacturers - Specialty & Generic,Healthcare,3.93395293,0.146474147,107.8539121,0.182510405,0.382487152,-1.682242097,-1.682242097,-1.997894765,-1.682242097,0.539384748,-0.01399284,-0.40061312,-0.139976848,down
ADMP,12/31/2017,-0.176470588,0.029411765,-0.176470588,-0.337121212,Drug Manufacturers - Specialty & Generic,Healthcare,2.442261865,0.222202833,106.6152902,0.230640966,0.373043736,-2.94407518,-2.94407518,-2.824118096,-2.94407518,-0.345466071,0.083288559,-0.149543739,-0.094007608,flat
ADP,9/30/2017,0.107187631,0.044137931,0.010680908,0.031937683,Business Services,Industrials,1.096017195,7.155005818,212.0551838,0.889139707,0.414122385,0.176952059,0.176952059,0.130407951,0.176952059,-0.887798274,-0.000772683,0.291656289,-1.041683694,up
ADP,12/31/2017,0.327657616,0.035906643,0.032477409,0.164480323,Business Services,Industrials,1.056350316,9.475707163,230.7620387,0.911748661,0.419731718,0.177350559,0.177350559,0.144495271,0.177350559,4.385135897,0.000536757,0.055828877,0.175650558,flat
ADP,3/31/2018,0.184760224,0.030890008,0.021649049,0.015978471,Business Services,Industrials,1.05369449,9.118733247,201.9607365,0.908563389,0.456485242,0.236203628,0.236203628,0.174140265,0.236203628,-0.180894663,-0.000709356,0.12439745,0.216847299,flat
ADP,6/30/2018,0.142637299,0.04173974,-0.016637696,0.004651163,Business Services,Industrials,1.053804877,8.791074113,218.2344965,0.906720915,0.433526186,0.165581872,0.165581872,0.032754776,0.165581872,-3.181013825,0.000868296,3.551977921,0.190584231,flat
ADRO,9/30/2017,-0.211398277,-0.048,0.172413793,0.012765957,Biotechnology,Healthcare,10.61451194,0.133725148,1333.10622,0.448727348,-5.445440169,-7.712967844,-7.712967844,-6.462836057,-7.712967844,-0.155778421,-0.024789548,-0.196696574,-0.678354851,flat
ADRO,3/31/2018,-0.248704663,-0.18079096,0.150793651,-0.121212121,Biotechnology,Healthcare,9.101799373,0.184535868,1002.249132,0.53416224,-1.982194055,-3.370001509,-3.370001509,-3.243398219,-3.370001509,-0.571754804,-0.013128357,-0.23536801,0.131983884,up
ADSK,10/31/2017,0.750989394,-0.008159971,-0.028799719,0.263392347,Software - Application,Technology,1.069657143,16.30941286,218.0225112,0.974157033,0.857364642,-0.194061712,-0.194061712,-0.232485931,-0.194061712,-0.145239953,0.003609662,-0.642737896,0.080234834,flat
ADSK,4/30/2018,0.445261635,0.097911705,0.119652531,0.054172896,Software - Application,Technology,0.916549714,-14.4059098,134.7481693,1.032878253,0.8871227,-0.05858189,-0.05858189,-0.147169137,-0.05858189,0.013723696,-0.070841584,-1.222087379,0.082840237,up
ADSK,7/31/2018,0.235064011,0.094030556,0.207684952,0.087776995,Software - Application,Technology,0.834838912,-7.926738411,139.8659474,1.063031568,0.891450057,-0.013895701,-0.013895701,-0.064410659,-0.013895701,-0.220683493,0.004466696,-1.157360406,0.2147806,down
AEM,9/30/2017,-0.101289833,0.028211806,0.086448062,0.033144352,Gold,Basic Materials,3.854403286,0.09007631,4.873312092,0.375310976,0.547983821,0.221252121,0.221252121,0.12233452,0.221252121,-0.103417319,0.019404537,0.262433937,-0.059639504,flat
AEM,12/31/2017,-0.112925993,-0.030202822,-0.068797629,0.011729531,Gold,Basic Materials,4.378196698,0.067479605,70.50762135,0.371060012,0.495467524,0.147954725,0.147954725,0.06209244,0.147954725,-0.351494049,-0.015086976,1.28010143,0.089049302,flat
AEM,3/31/2018,-0.08008089,-0.041508639,0.009318837,-0.003941318,Gold,Basic Materials,3.631685127,0.067929893,18.68429469,0.372807196,0.489439609,0.148943269,0.148943269,0.077675106,0.148943269,-0.399594921,-0.003555039,0.027509459,0.082443454,flat
AEM,6/30/2018,0.001375831,0.054321584,-0.104939537,-0.012884268,Gold,Basic Materials,4.017709956,0.0749757,29.11892709,0.40423427,0.454062867,0.072030014,0.072030014,0.008937913,0.072030014,0.361461025,0.009041607,3.234513274,-0.563816233,flat
AEP,9/30/2017,-0.004158302,-0.017958145,0.026000886,0.11066688,Utilities - Regulated Electric,Utilities,0.555558591,0.405222175,154.8051015,0.716946325,0.432455478,0.239725193,0.239725193,0.132701537,0.239725193,0.49869148,0.00173356,0.907104828,-0.017268334,flat
AEP,12/31/2017,0.159785692,0.046792775,0.041460308,0.080763583,Utilities - Regulated Electric,Utilities,0.514199703,0.452304916,181.1397754,0.717073156,0.419221079,0.214859332,0.214859332,0.105159563,0.214859332,-0.579217148,0.000710969,0.369852758,0.101203978,flat
AEP,3/31/2018,0.090793246,-0.070196877,-0.073593074,-0.005229518,Utilities - Regulated Electric,Utilities,0.436577486,0.51243014,166.9336512,0.716774248,0.37825754,0.182298743,0.182298743,0.112244646,0.182298743,-0.523991276,-0.002749473,0.042693662,-0.12877088,flat
AEP,6/30/2018,0.018125553,0.009644893,0.00890771,-0.065340909,Utilities - Regulated Electric,Utilities,0.504520716,0.483824103,206.5198595,0.7185319,0.397039769,0.196451709,0.196451709,0.131665504,0.196451709,0.335227273,0.001575498,0.601627555,0.004814876,flat
AERI,6/30/2018,0.244084682,-0.051282051,-0.069832402,-0.229760987,Drug Manufacturers - Major,Healthcare,10.26928023,0.147644704,169.4696657,0.447871011,0.975650021,-22.98142798,-22.98142798,-22.70903838,-22.98142798,0.078134699,0.062480627,-0.184428613,-0.082945569,flat
AES,9/30/2017,-0.092395748,0.014625229,-0.018567639,-0.016829052,Utilities - Diversified,Utilities,0.98871734,2.114249843,236.8681167,0.835427718,0.195759912,0.181442731,0.181442731,0.04185022,0.181442731,0.132331903,0.009123694,1.131578947,-0.075471698,flat
AES,3/31/2018,-0.124056999,-0.108361775,-0.021535581,-0.083333333,Utilities - Diversified,Utilities,1.115258409,1.52709051,199.5510949,0.828538974,0.240510949,0.220072993,0.220072993,0.249635036,0.220072993,0.313531353,-0.002445531,-0.288011696,-0.052631579,up
AES,6/30/2018,0.092756184,0.086040386,0.166981132,0.146431881,Utilities - Diversified,Utilities,1.323735603,1.207011182,204.7280252,0.824615762,0.236499803,0.222703981,0.222703981,0.114308238,0.222703981,-0.022807018,-0.000892857,-0.172413793,-0.116751269,down
AET,9/30/2017,0.337308789,0.009195852,0.113637999,0.272428254,Health Care Plans,Healthcare,0.828574337,1.260797022,120.8633453,0.724343447,0.26904095,0.090969721,0.090969721,0.055889022,0.090969721,0.397098516,0,0.050119332,-0.565274151,flat
AET,12/31/2017,0.594468759,0.067252555,0.091262507,0.232668634,Health Care Plans,Healthcare,0.912098355,1.080680359,133.5851343,0.712842922,0.253282165,0.048273076,0.048273076,0.016427658,0.048273076,-0.454367026,0,-0.213114754,0.671130952,flat
AET,3/31/2018,0.649553001,0.069028307,0.084770437,0.247601262,Health Care Plans,Healthcare,1.044736708,1.200939139,135.6462341,0.718482356,0.286142811,0.105119009,0.105119009,0.078839257,0.105119009,0.482412698,0,-0.05624483,0.662077222,flat
AET,6/30/2018,0.325608944,0.065076438,-0.075823268,0.002519597,Health Care Plans,Healthcare,1.081596354,1.033787278,122.1357882,0.696978531,0.2891845,0.113938693,0.113938693,0.077887025,0.113938693,-0.057472808,0,-0.101485149,-0.719348659,flat
AFL,9/30/2017,0.051254089,-0.015196016,0.027581612,0.092970522,Insurance - Life,Financial Services,0.438622346,0.833644264,62.30734196,0.838502972,0.328475132,0.203497905,0.203497905,0.130442704,0.203497905,0.134564644,0,0.142458101,0.48777079,flat
AFL,12/31/2017,0.207280299,0.003521127,0.090184129,0.120253165,Insurance - Life,Financial Services,0.435997268,0.595170339,54.79306589,0.820736498,0.344527137,0.207478671,0.207478671,0.468869123,0.207478671,-0.411343455,0,-0.617886179,0.640992167,flat
AFL,3/31/2018,0.260180026,0.002614528,0.052129309,0.086742238,Insurance - Life,Financial Services,0.359706362,0.858154568,60.5215959,0.835181465,0.324121523,0.189970717,0.189970717,0.131222548,0.189970717,0.144362745,0,-0.345885635,0.462035541,flat
AFL,6/30/2018,-0.394614051,0.044388224,-0.486486486,-0.461456357,Insurance - Life,Financial Services,0.377681699,0.767731092,58.25371265,0.83237784,0.342995169,0.212023618,0.212023618,0.14886384,0.212023618,-0.060566675,0,-0.332932692,0.493307839,flat
AFMD,9/30/2017,-0.256055363,-0.022727273,-0.022727273,0.131578947,Biotechnology,Healthcare,6.433668269,0.203123613,989.375,0.254630038,1,-12.5,-12.5,-13.86986301,-12.5,-0.334193084,-0.147285479,-0.147901235,-0.001448131,flat
AFMD,12/31/2017,0.115384615,-0.02247191,0.011627907,0.011627907,Biotechnology,Healthcare,5.602562392,0.237277938,793.875,0.268293248,1,-9.1609375,-9.1609375,-10.0328125,-9.1609375,0.163014283,0.002245444,-0.147329076,0.001232033,down
AFMD,3/31/2018,-0.223300971,-0.090909091,0.538461538,-0.111111111,Biotechnology,Healthcare,6.582928208,0.163005418,1269.443378,0.185120666,1,-15.18809981,-15.18809981,-15.74472169,-15.18809981,0.280127939,0.109110084,-0.071315372,0.002455583,up
AFMD,6/30/2018,0.045454545,0.082352941,-0.06122449,0.179487179,Biotechnology,Healthcare,5.354146857,0.200610415,1878.190955,0.207241872,1,-45.79899497,-45.79899497,-40.27135678,-45.79899497,-0.167193959,0.050672937,0.074369853,0.138710069,flat
AG,9/30/2017,-0.5654102,0.038410596,0,-0.193415638,Silver,Basic Materials,3.772654415,0.071620765,115.2945025,0.240799685,0.352352951,-0.054571009,-0.054571009,-0.021324373,-0.054571009,-0.05054059,0.010893009,-0.028030303,-0.024970737,flat
AG,12/31/2017,-0.208237986,-0.011428571,0.108974359,-0.07486631,Silver,Basic Materials,3.138537931,0.093350043,124.4514837,0.254601435,0.354058694,-0.793411265,-0.793411265,-0.916929617,-0.793411265,-0.022456218,0.028599288,-0.177893873,0.013347653,down
AGEN,9/30/2017,-0.257657658,0.03,0.204678363,0.051020408,Biotechnology,Healthcare,1.550242679,-1.054505264,238.0576689,1.345643302,-6.67658352,-9.073078548,-9.073078548,-10.96675536,-9.073078548,-0.257461085,0.006688728,-0.208650701,0.06121079,flat
AGEN,12/31/2017,-0.0825,-0.195175439,-0.046753247,-0.029100529,Biotechnology,Healthcare,1.303260149,-0.744408048,49.56625719,1.547793954,-2.815074948,-3.986289049,-3.986289049,-4.193611148,-3.986289049,-0.081226363,-0.000347964,-0.182857449,-0.012905005,down
AGEN,3/31/2018,0.43718593,0.521276596,0.593314763,0.391727494,Biotechnology,Healthcare,2.161415251,-0.266011542,251.8407882,1.865596365,-16.99544449,-22.45225089,-22.45225089,-33.09239377,-22.45225089,-0.149748564,-0.013485325,-0.380701601,0.124491576,flat
AGEN,6/30/2018,-0.098039216,-0.174887892,-0.016042781,0.027932961,Biotechnology,Healthcare,1.319338643,-0.455313799,250.7574255,1.857133328,-0.841724986,-1.438474767,-1.438474767,-1.552163389,-1.438474767,-0.212764625,0.016971589,0.186564742,-0.09233058,down
AGN,9/30/2017,-0.00227318,0.024110688,0.026337381,0.090964591,Drug Manufacturers - Specialty & Generic,Healthcare,1.181429473,0.129244131,254.1057928,0.401867172,0.848003371,0.023027539,0.023027539,-0.980517066,0.023027539,0.450052707,-0.003111714,-0.941527416,0.042651453,flat
AGN,12/31/2017,-0.151766057,-0.155243089,-0.291590055,-0.272932393,Drug Manufacturers - Specialty & Generic,Healthcare,1.155217758,0.14295108,251.3514482,0.376069676,0.855481843,0.013037147,0.013037147,0.721504357,0.013037147,0.112535769,0.010160702,-1.246948387,0.003514938,up
AGN,3/31/2018,-0.28531208,-0.04231238,-0.059185768,-0.320008242,Drug Manufacturers - Specialty & Generic,Healthcare,1.09926066,0.08041157,262.3316358,0.354176393,0.862422047,-0.013643419,-0.013643419,-0.077911822,-0.013643419,-0.826698834,-0.005837385,1.093673541,-0.009668792,flat
AGN,6/30/2018,-0.333305904,-0.037138273,-0.133151447,-0.101574629,Drug Manufacturers - Specialty & Generic,Healthcare,0.996473642,0.085976966,244.3363561,0.345353798,0.854541487,0.005625333,0.005625333,-0.114567674,0.005625333,0.405983161,0.00508581,0.05015873,-0.004837929,down
AGNC,9/30/2017,0.076258261,-0.024423963,0.017788462,0.107796965,REIT - Residential,Real Estate,0.218816435,6.228722764,627.6072607,0.865765766,1,0.943894389,0,0.943894389,0.943894389,-0.021857923,0.000246918,-0.08041958,-0.0859375,flat
AGNC,6/30/2018,-0.09247724,-0.002107482,-0.039553753,-0.124364309,REIT - Residential,Real Estate,0.249430298,7.076186025,36.38263666,0.876370696,1,0.942122186,0,0.942122186,0.942122186,-0.05561993,0.00039004,-0.184300341,-1.163934426,flat
AHL,9/30/2017,0.126822802,0.016949153,-0.016393443,-0.109947644,Insurance - Reinsurance,Financial Services,2.229585799,1.212247055,887.6624195,0.757661896,-0.234388127,-0.38966676,-0.38966676,-0.356202744,-0.38966676,-0.015794261,-0.006603497,0.112814465,2.716349311,down
AHL,12/31/2017,-0.156522621,0.061941252,-0.133854167,-0.227230483,Insurance - Reinsurance,Financial Services,1.548319645,1.921744894,1046.687457,0.773097068,-0.09026334,-0.329002079,-0.329002079,-0.321205821,-0.329002079,-0.146473265,-0.009861795,0.359223301,-0.672316384,flat
AHL,3/31/2018,-0.34157105,-0.037419355,-0.110846246,-0.231719876,Insurance - Reinsurance,Financial Services,1.603985276,1.935287092,1246.703962,0.78353864,0.264490095,0.061995598,0.061995598,0.056126192,0.061995598,0.154062074,0.02656321,1.336601307,1.917752443,flat
AHL,6/30/2018,-0.203827751,-0.075555556,0.113788487,-0.03255814,Insurance - Reinsurance,Financial Services,1.687536544,1.848471748,1263.960638,0.780344396,0.281153637,0.095955015,0.095955015,-0.026845638,0.095955015,-0.164565238,0.000816188,-1.216216216,1.473829201,flat
AIG,9/30/2017,0.217214629,0.049697356,0.070848229,0.025361755,Insurance - Diversified,Financial Services,0.600689547,1.408842524,346.5480851,0.854867981,-0.02987234,-0.21012766,-0.21012766,-0.148,-0.21012766,-0.034525277,0,-0.502587694,11.27777778,flat
AIG,12/31/2017,0.073162675,0.048402711,-0.00153657,0.036198373,Insurance - Diversified,Financial Services,0.591753273,1.545825597,294.784459,0.868135926,0.260698243,0.086452833,0.086452833,-0.524864055,0.086452833,-0.030059272,0,0.074624625,-1.475409836,down
AIG,3/31/2018,-0.102141427,-0.044590164,-0.061966844,-0.089517263,Insurance - Diversified,Financial Services,0.65732168,1.597958339,346.1749637,0.873068439,0.321919563,0.130048672,0.130048672,0.080095637,0.130048672,-0.17403709,0,0.186567164,4.352878465,flat
AIG,6/30/2018,-0.10872745,0.011434895,-0.142052566,-0.153442421,Insurance - Diversified,Financial Services,0.690810492,1.606347857,340.8340499,0.875617164,0.331298366,0.148753224,0.148753224,0.080567498,0.148753224,0.004215457,0,0.054429029,-2.872909699,down
AIMC,9/30/2017,0.397318278,-0.016149068,0.016688062,0.051792829,Diversified Industrials,Industrials,2.686860786,0.356625344,245.4608546,0.585796804,0.32155454,0.102286335,0.102286335,0.061861963,0.102286335,-0.109687494,0.000761338,0.115764103,-0.140656551,up
AIMC,12/31/2017,0.688356164,0.033542977,0.244949495,0.304232804,Diversified Industrials,Industrials,2.513565674,0.359188818,232.3037811,0.569106627,0.306597648,0.093989844,0.093989844,0.055704319,0.093989844,-0.022252568,0.011079259,-0.385932476,0.157647753,flat
AIMC,3/31/2018,0.159748428,-0.135084428,-0.032528856,0.060989643,Diversified Industrials,Industrials,2.582590346,0.346558053,236.3628762,0.559987086,0.308779666,0.085791543,0.085791543,0.0374441,0.085791543,-0.120656953,-0.011262208,0.711143206,-0.532478166,down
AIMC,6/30/2018,0.101886792,-0.040525739,-0.177464789,-0.096907216,Diversified Industrials,Industrials,2.575537185,0.336339769,228.0083051,0.54454681,0.32974048,0.12057407,0.12057407,0.080089161,0.12057407,-0.217295482,0.016090021,0.08770453,-0.297465121,flat
AKAM,9/30/2017,-0.079792746,0.047375663,-0.137864078,-0.213463242,Software - Application,Technology,3.011305908,0.131485293,235.4465247,0.274216513,0.637160665,0.13337968,0.13337968,0.097380266,0.13337968,0.042512332,0.024485656,0.492927023,0.063806916,down
AKAM,12/31/2017,-0.117777022,0.085302112,0.141129919,-0.165970437,Software - Application,Technology,2.821428571,0.140121659,252.5900216,0.28072231,0.653423307,0.141613862,0.141613862,0.028799371,0.141613862,-0.174770727,0.008693458,2.847752133,0.268784092,flat
AKAM,3/31/2018,-0.086644671,-0.033545841,0.201094133,0.34580427,Software - Application,Technology,1.291113086,0.333877494,264.5115249,0.277506644,0.648846161,0.148802795,0.148802795,0.080323123,0.148802795,0.140304039,-0.004666139,0.820437875,0.050882767,flat
AKAM,6/30/2018,0.175746636,0.03465704,0.065427509,0.343269591,Software - Application,Technology,2.186129357,0.329821861,264.2751362,0.385288144,0.644686832,0.162778627,0.162778627,0.064972335,0.162778627,0.626995932,0.003950124,1.087550219,0.020584393,flat
AKAO,9/30/2017,3.825396825,-0.203841117,-0.270108043,0.076106195,Biotechnology,Healthcare,6.993245016,0.198953563,151.8197574,0.333825888,-42.87521664,-63.33448873,-63.33448873,-51.83188908,-63.33448873,-0.07926064,-0.002512661,0.09225265,-0.071841033,flat
AKAO,12/31/2017,2.252900232,0.005017921,-0.159976034,-0.404418012,Biotechnology,Healthcare,4.834457903,0.302577852,265.0107009,0.381126599,36.37346174,-22.52755484,-22.52755484,-19.46655966,-22.52755484,0.06247805,0.078286224,0.051837397,-0.018693895,up
AKAO,3/31/2018,-0.538006757,-0.01084991,-0.103278689,-0.427225131,Biotechnology,Healthcare,7.00975208,0.22379793,304.7060196,0.436973321,-13.42417172,-20.45590294,-20.45590294,-22.03873075,-20.45590294,-0.545311808,-0.037356896,-0.160812213,0.090278521,down
AKAO,6/30/2018,-0.54985755,-0.124307205,-0.007626738,-0.130503145,Biotechnology,Healthcare,3.794620233,0.522472673,207.7166276,0.587125167,-13.41451991,-21.40749415,-21.40749415,-19.5039032,-21.40749415,-0.520800746,0.090402359,0.003882407,0.020587195,up
AKRX,9/30/2017,0.017938583,-0.000895255,0.010259505,0.721336761,Drug Manufacturers - Specialty & Generic,Healthcare,4.161428984,0.206585018,340.4975349,0.567960513,0.483939969,0.084257119,0.084257119,-0.014311261,0.084257119,0.065545197,0.010015002,-4.43872972,0.35434621,flat
AKRX,12/31/2017,0.343977365,0.014028667,-0.00657305,0.005139057,Drug Manufacturers - Specialty & Generic,Healthcare,4.267667705,0.205822591,277.3601369,0.564681743,0.4465567,-0.021256927,-0.021256927,-0.350521614,-0.021256927,0.061770786,-0.006900895,-0.0833985,0.953269133,flat
